symbol,quantity,cost,date
AMLX,100,10.0,11/01/2024
ARCM,100,10.0,11/01/2024
BLIN,100,10.0,11/01/2024
BLNE,100,10.0,11/01/2024
Y,100,10.0,11/01/2024
BATS,100,10.0,11/01/2024
EYLD,100,10.0,11/01/2024
TAIL,100,10.0,11/01/2024
IFIX,100,10.0,11/01/2024
IGVT,100,10.0,11/01/2024
MSUS,100,10.0,11/01/2024
KNG,100,10.0,11/01/2024
MAGA,100,10.0,11/01/2024
TCTL,100,10.0,11/01/2024
BEMO,100,10.0,11/01/2024
ELKU,100,10.0,11/01/2024
EPRF,100,10.0,11/01/2024
XD,100,10.0,11/01/2024
BGLY,100,10.0,11/01/2024
XS,100,10.0,11/01/2024
LVHB,100,10.0,11/01/2024
XE,100,10.0,11/01/2024
RCOM,100,10.0,11/01/2024
XU,100,10.0,11/01/2024
XM,100,10.0,11/01/2024
BEKN,100,10.0,11/01/2024
XK,100,10.0,11/01/2024
XI,100,10.0,11/01/2024
XH,100,10.0,11/01/2024
XF,100,10.0,11/01/2024
BRGL,100,10.0,11/01/2024
BERN,100,10.0,11/01/2024
EVY,100,10.0,11/01/2024
BEKL,100,10.0,11/01/2024
VMIN,100,10.0,11/01/2024
VMAX,100,10.0,11/01/2024
ARVR,100,10.0,11/01/2024
CEFS,100,10.0,11/01/2024
JBRI,100,10.0,11/01/2024
JPBI,100,10.0,11/01/2024
FANZ,100,10.0,11/01/2024
LEH,100,10.0,11/01/2024
LVI,100,10.0,11/01/2024
LEI,100,10.0,11/01/2024
BELF,100,10.0,11/01/2024
BELFA,100,10.0,11/01/2024
FLQL,100,10.0,11/01/2024
FLQS,100,10.0,11/01/2024
FLQM,100,10.0,11/01/2024
LOGO,100,10.0,11/01/2024
PFFD,100,10.0,11/01/2024
PAVE,100,10.0,11/01/2024
LKB,100,10.0,11/01/2024
BOSS,100,10.0,11/01/2024
GSEW,100,10.0,11/01/2024
USDY,100,10.0,11/01/2024
GHYG,100,10.0,11/01/2024
CEMB,100,10.0,11/01/2024
HACV,100,10.0,11/01/2024
EFNL,100,10.0,11/01/2024
EDEN,100,10.0,11/01/2024
NEAR,100,10.0,11/01/2024
IEIH,100,10.0,11/01/2024
IEME,100,10.0,11/01/2024
IETC,100,10.0,11/01/2024
IEFN,100,10.0,11/01/2024
IEDI,100,10.0,11/01/2024
IECS,100,10.0,11/01/2024
IEHS,100,10.0,11/01/2024
MEAR,100,10.0,11/01/2024
INC,100,10.0,11/01/2024
QLTB,100,10.0,11/01/2024
QLTC,100,10.0,11/01/2024
IYLD,100,10.0,11/01/2024
EMHZ,100,10.0,11/01/2024
HEMV,100,10.0,11/01/2024
EMGF,100,10.0,11/01/2024
CNYA,100,10.0,11/01/2024
MHP,100,10.0,11/01/2024
MHFI,100,10.0,11/01/2024
SPGI,100,10.0,11/01/2024
ICSH,100,10.0,11/01/2024
ICVT,100,10.0,11/01/2024
LLQD,100,10.0,11/01/2024
MLQD,100,10.0,11/01/2024
IGEB,100,10.0,11/01/2024
HYDB,100,10.0,11/01/2024
SMMD,100,10.0,11/01/2024
BELP,100,10.0,11/01/2024
AGT,100,10.0,11/01/2024
IBML,100,10.0,11/01/2024
SMMV,100,10.0,11/01/2024
IGRO,100,10.0,11/01/2024
TCHF,100,10.0,11/01/2024
INDF,100,10.0,11/01/2024
BLLW,100,10.0,11/01/2024
HCRF,100,10.0,11/01/2024
MATF,100,10.0,11/01/2024
FNCF,100,10.0,11/01/2024
ERGF,100,10.0,11/01/2024
CNSF,100,10.0,11/01/2024
CNDF,100,10.0,11/01/2024
UTLF,100,10.0,11/01/2024
DEWJ,100,10.0,11/01/2024
DEFA,100,10.0,11/01/2024
DEZU,100,10.0,11/01/2024
IAGG,100,10.0,11/01/2024
PHLD,100,10.0,11/01/2024
BELL,100,10.0,11/01/2024
HEUS,100,10.0,11/01/2024
HEUV,100,10.0,11/01/2024
HEFV,100,10.0,11/01/2024
ESML,100,10.0,11/01/2024
IBMM,100,10.0,11/01/2024
BPSI,100,10.0,11/01/2024
USHY,100,10.0,11/01/2024
DIVB,100,10.0,11/01/2024
JPST,100,10.0,11/01/2024
JPGB,100,10.0,11/01/2024
JPIB,100,10.0,11/01/2024
JPHY,100,10.0,11/01/2024
BBHY,100,10.0,11/01/2024
KEMP,100,10.0,11/01/2024
KALL,100,10.0,11/01/2024
SPA,100,10.0,11/01/2024
LVIN,100,10.0,11/01/2024
RODE,100,10.0,11/01/2024
LVUS,100,10.0,11/01/2024
LVHI,100,10.0,11/01/2024
LVHE,100,10.0,11/01/2024
TBLU,100,10.0,11/01/2024
EBLU,100,10.0,11/01/2024
GUDB,100,10.0,11/01/2024
SECT,100,10.0,11/01/2024
BWES,100,10.0,11/01/2024
FFTI,100,10.0,11/01/2024
FFHG,100,10.0,11/01/2024
QXRR,100,10.0,11/01/2024
XUSA,100,10.0,11/01/2024
QXTR,100,10.0,11/01/2024
QXMI,100,10.0,11/01/2024
QXGG,100,10.0,11/01/2024
NULG,100,10.0,11/01/2024
NULV,100,10.0,11/01/2024
NUMG,100,10.0,11/01/2024
NUMV,100,10.0,11/01/2024
NUSC,100,10.0,11/01/2024
NURE,100,10.0,11/01/2024
NUDM,100,10.0,11/01/2024
NUEM,100,10.0,11/01/2024
OMFS,100,10.0,11/01/2024
OVLU,100,10.0,11/01/2024
OVOL,100,10.0,11/01/2024
OQAL,100,10.0,11/01/2024
OMOM,100,10.0,11/01/2024
OSIZ,100,10.0,11/01/2024
OYLD,100,10.0,11/01/2024
OMFL,100,10.0,11/01/2024
REFA,100,10.0,11/01/2024
RGLB,100,10.0,11/01/2024
BELW,100,10.0,11/01/2024
MSSN,100,10.0,11/01/2024
REEM,100,10.0,11/01/2024
PTLC,100,10.0,11/01/2024
PTMC,100,10.0,11/01/2024
PTNQ,100,10.0,11/01/2024
PAEU,100,10.0,11/01/2024
PGHD,100,10.0,11/01/2024
GCOW,100,10.0,11/01/2024
AS,100,10.0,11/01/2024
PWS,100,10.0,11/01/2024
CALF,100,10.0,11/01/2024
ICOW,100,10.0,11/01/2024
COWZ,100,10.0,11/01/2024
PSMG,100,10.0,11/01/2024
PSMB,100,10.0,11/01/2024
PSMM,100,10.0,11/01/2024
PSMC,100,10.0,11/01/2024
PBTP,100,10.0,11/01/2024
PBDM,100,10.0,11/01/2024
PBSM,100,10.0,11/01/2024
PBUS,100,10.0,11/01/2024
SPMV,100,10.0,11/01/2024
BHL,100,10.0,11/01/2024
USEQ,100,10.0,11/01/2024
XSHQ,100,10.0,11/01/2024
IDHD,100,10.0,11/01/2024
XSHD,100,10.0,11/01/2024
GDVD,100,10.0,11/01/2024
PREF,100,10.0,11/01/2024
BOR,100,10.0,11/01/2024
OILK,100,10.0,11/01/2024
FUT,100,10.0,11/01/2024
IGHG,100,10.0,11/01/2024
EMSH,100,10.0,11/01/2024
EMDV,100,10.0,11/01/2024
WYDE,100,10.0,11/01/2024
TYTE,100,10.0,11/01/2024
PEX,100,10.0,11/01/2024
HYHG,100,10.0,11/01/2024
TMFC,100,10.0,11/01/2024
LEAD,100,10.0,11/01/2024
BENF,100,10.0,11/01/2024
DFND,100,10.0,11/01/2024
GARD,100,10.0,11/01/2024
EMTL,100,10.0,11/01/2024
CWAI,100,10.0,11/01/2024
TTAC,100,10.0,11/01/2024
SOFA,100,10.0,11/01/2024
TTAI,100,10.0,11/01/2024
DALT,100,10.0,11/01/2024
WLDR,100,10.0,11/01/2024
ITMS,100,10.0,11/01/2024
ITML,100,10.0,11/01/2024
VFLQ,100,10.0,11/01/2024
VFMV,100,10.0,11/01/2024
VFMO,100,10.0,11/01/2024
VFMF,100,10.0,11/01/2024
VFQY,100,10.0,11/01/2024
VFVA,100,10.0,11/01/2024
IQDG,100,10.0,11/01/2024
SFHY,100,10.0,11/01/2024
SFIG,100,10.0,11/01/2024
WFHY,100,10.0,11/01/2024
WFIG,100,10.0,11/01/2024
DVEM,100,10.0,11/01/2024
RESE,100,10.0,11/01/2024
DDEZ,100,10.0,11/01/2024
EUMF,100,10.0,11/01/2024
DDWM,100,10.0,11/01/2024
DDLS,100,10.0,11/01/2024
DDJP,100,10.0,11/01/2024
JAMF,100,10.0,11/01/2024
JNMF,100,10.0,11/01/2024
DYB,100,10.0,11/01/2024
DYLS,100,10.0,11/01/2024
EZR,100,10.0,11/01/2024
EDOM,100,10.0,11/01/2024
BENE,100,10.0,11/01/2024
HDRW,100,10.0,11/01/2024
HGSD,100,10.0,11/01/2024
GSD,100,10.0,11/01/2024
EMSD,100,10.0,11/01/2024
DHDG,100,10.0,11/01/2024
RESD,100,10.0,11/01/2024
SHAG,100,10.0,11/01/2024
RVB,100,10.0,11/01/2024
BENC,100,10.0,11/01/2024
RPUT,100,10.0,11/01/2024
USMF,100,10.0,11/01/2024
PTEU,100,10.0,11/01/2024
FTVA,100,10.0,11/01/2024
RVRS,100,10.0,11/01/2024
HYXU,100,10.0,11/01/2024
RKS,100,10.0,11/01/2024
BGAL,100,10.0,11/01/2024
EMHY,100,10.0,11/01/2024
INDA,100,10.0,11/01/2024
SMIN,100,10.0,11/01/2024
FFSG,100,10.0,11/01/2024
FFTG,100,10.0,11/01/2024
EWAS,100,10.0,11/01/2024
BBAF,100,10.0,11/01/2024
EWCS,100,10.0,11/01/2024
EWGS,100,10.0,11/01/2024
EWUS,100,10.0,11/01/2024
ENOR,100,10.0,11/01/2024
PBND,100,10.0,11/01/2024
PBEE,100,10.0,11/01/2024
ADC,100,10.0,11/01/2024
ADSC,100,10.0,11/01/2024
ADSO,100,10.0,11/01/2024
BNHN,100,10.0,11/01/2024
EAF,100,10.0,11/01/2024
PVTL,100,10.0,11/01/2024
NVT,100,10.0,11/01/2024
BH,100,10.0,11/01/2024
AGMH,100,10.0,11/01/2024
BFST,100,10.0,11/01/2024
BHTG,100,10.0,11/01/2024
RENO,100,10.0,11/01/2024
CLBK,100,10.0,11/01/2024
DFBH,100,10.0,11/01/2024
AHCO,100,10.0,11/01/2024
DOCU,100,10.0,11/01/2024
DRIV,100,10.0,11/01/2024
GSHD,100,10.0,11/01/2024
AWC,100,10.0,11/01/2024
HSDT,100,10.0,11/01/2024
LASR,100,10.0,11/01/2024
LEVL,100,10.0,11/01/2024
MOGO,100,10.0,11/01/2024
MOR,100,10.0,11/01/2024
SURF,100,10.0,11/01/2024
TIBR,100,10.0,11/01/2024
IGIC,100,10.0,11/01/2024
BENT,100,10.0,11/01/2024
VETS,100,10.0,11/01/2024
CDAY,100,10.0,11/01/2024
SMAR,100,10.0,11/01/2024
QARP,100,10.0,11/01/2024
UBOT,100,10.0,11/01/2024
HTAB,100,10.0,11/01/2024
CMDY,100,10.0,11/01/2024
GSY,100,10.0,11/01/2024
CGW,100,10.0,11/01/2024
YAO,100,10.0,11/01/2024
SEA,100,10.0,11/01/2024
CUT,100,10.0,11/01/2024
HGI,100,10.0,11/01/2024
FRN,100,10.0,11/01/2024
TAO,100,10.0,11/01/2024
LVL,100,10.0,11/01/2024
BTLY,100,10.0,11/01/2024
NFO,100,10.0,11/01/2024
CZA,100,10.0,11/01/2024
RZV,100,10.0,11/01/2024
RZG,100,10.0,11/01/2024
CCK,100,10.0,11/01/2024
POLL,100,10.0,11/01/2024
RFV,100,10.0,11/01/2024
RFG,100,10.0,11/01/2024
GRPM,100,10.0,11/01/2024
XLG,100,10.0,11/01/2024
CVY,100,10.0,11/01/2024
RPV,100,10.0,11/01/2024
GLZ,100,10.0,11/01/2024
BPER,100,10.0,11/01/2024
RPG,100,10.0,11/01/2024
RPG`,100,10.0,11/01/2024
RYU,100,10.0,11/01/2024
RSPU,100,10.0,11/01/2024
RYT,100,10.0,11/01/2024
RSPT,100,10.0,11/01/2024
RSPR,100,10.0,11/01/2024
RTM,100,10.0,11/01/2024
RSPM,100,10.0,11/01/2024
RGI,100,10.0,11/01/2024
RSPN,100,10.0,11/01/2024
HH,100,10.0,11/01/2024
BKLY,100,10.0,11/01/2024
BER,100,10.0,11/01/2024
WRB,100,10.0,11/01/2024
RYH,100,10.0,11/01/2024
RSPH,100,10.0,11/01/2024
RYF,100,10.0,11/01/2024
RSPF,100,10.0,11/01/2024
RSP,100,10.0,11/01/2024
RYE,100,10.0,11/01/2024
RSPG,100,10.0,11/01/2024
RHS,100,10.0,11/01/2024
RSPS,100,10.0,11/01/2024
RCD,100,10.0,11/01/2024
RSPD,100,10.0,11/01/2024
KMB,100,10.0,11/01/2024
BERK,100,10.0,11/01/2024
WMCR,100,10.0,11/01/2024
CSD,100,10.0,11/01/2024
DEF,100,10.0,11/01/2024
POWA,100,10.0,11/01/2024
BGAS,100,10.0,11/01/2024
MOL,100,10.0,11/01/2024
BKHT,100,10.0,11/01/2024
BRK,100,10.0,11/01/2024
IG,100,10.0,11/01/2024
RAAX,100,10.0,11/01/2024
LHC,100,10.0,11/01/2024
DMS,100,10.0,11/01/2024
SPOT,100,10.0,11/01/2024
APY,100,10.0,11/01/2024
CHX,100,10.0,11/01/2024
CBLK,100,10.0,11/01/2024
EQH,100,10.0,11/01/2024
PS,100,10.0,11/01/2024
CPLG,100,10.0,11/01/2024
EVOP,100,10.0,11/01/2024
SMTA,100,10.0,11/01/2024
PRSP,100,10.0,11/01/2024
WH,100,10.0,11/01/2024
GSKY,100,10.0,11/01/2024
CVIA,100,10.0,11/01/2024
EDRY,100,10.0,11/01/2024
FCBP,100,10.0,11/01/2024
BCML,100,10.0,11/01/2024
ROAD,100,10.0,11/01/2024
STXB,100,10.0,11/01/2024
JRSH,100,10.0,11/01/2024
AIQ,100,10.0,11/01/2024
PD,100,10.0,11/01/2024
BESI,100,10.0,11/01/2024
BGI,100,10.0,11/01/2024
ASLN,100,10.0,11/01/2024
CLPS,100,10.0,11/01/2024
DALI,100,10.0,11/01/2024
EVLO,100,10.0,11/01/2024
EXPI,100,10.0,11/01/2024
HJLI,100,10.0,11/01/2024
NVNO,100,10.0,11/01/2024
BETZ,100,10.0,11/01/2024
BTL,100,10.0,11/01/2024
ITRM,100,10.0,11/01/2024
KNSA,100,10.0,11/01/2024
OBNK,100,10.0,11/01/2024
OBK,100,10.0,11/01/2024
PLLL,100,10.0,11/01/2024
PLL,100,10.0,11/01/2024
SRRK,100,10.0,11/01/2024
RDL,100,10.0,11/01/2024
RTR,100,10.0,11/01/2024
SYB,100,10.0,11/01/2024
BCAN,100,10.0,11/01/2024
TMCX,100,10.0,11/01/2024
UBX,100,10.0,11/01/2024
XSPL,100,10.0,11/01/2024
EDNT,100,10.0,11/01/2024
BBIG,100,10.0,11/01/2024
CGC,100,10.0,11/01/2024
PFFA,100,10.0,11/01/2024
RTX,100,10.0,11/01/2024
BEVM,100,10.0,11/01/2024
HUYA,100,10.0,11/01/2024
SRVR,100,10.0,11/01/2024
INDS,100,10.0,11/01/2024
RTL,100,10.0,11/01/2024
PRT,100,10.0,11/01/2024
CQQQ,100,10.0,11/01/2024
HAO,100,10.0,11/01/2024
ENY,100,10.0,11/01/2024
EEB,100,10.0,11/01/2024
RYJ,100,10.0,11/01/2024
WREI,100,10.0,11/01/2024
SPXB,100,10.0,11/01/2024
SDCI,100,10.0,11/01/2024
VAM,100,10.0,11/01/2024
U,100,10.0,11/01/2024
BHSL,100,10.0,11/01/2024
LQDI,100,10.0,11/01/2024
SLT,100,10.0,11/01/2024
HSRT,100,10.0,11/01/2024
CENN,100,10.0,11/01/2024
AVLR,100,10.0,11/01/2024
BEVI,100,10.0,11/01/2024
VNE,100,10.0,11/01/2024
RVI,100,10.0,11/01/2024
BJ,100,10.0,11/01/2024
GRC,100,10.0,11/01/2024
BILO,100,10.0,11/01/2024
APTX,100,10.0,11/01/2024
ARPO,100,10.0,11/01/2024
AADI,100,10.0,11/01/2024
AUTL,100,10.0,11/01/2024
AVRO,100,10.0,11/01/2024
BCNA,100,10.0,11/01/2024
BIBB,100,10.0,11/01/2024
CCNI,100,10.0,11/01/2024
HQI,100,10.0,11/01/2024
DOMO,100,10.0,11/01/2024
ECOR,100,10.0,11/01/2024
EIDX,100,10.0,11/01/2024
MTI,100,10.0,11/01/2024
BIFL,100,10.0,11/01/2024
FTSV,100,10.0,11/01/2024
GRIN,100,10.0,11/01/2024
GRNQ,100,10.0,11/01/2024
HYRE,100,10.0,11/01/2024
IIIV,100,10.0,11/01/2024
IMV,100,10.0,11/01/2024
KZR,100,10.0,11/01/2024
LFAC,100,10.0,11/01/2024
LSEA,100,10.0,11/01/2024
LOVE,100,10.0,11/01/2024
MGTA,100,10.0,11/01/2024
DNTH,100,10.0,11/01/2024
MGTX,100,10.0,11/01/2024
NTGN,100,10.0,11/01/2024
OPRX,100,10.0,11/01/2024
STIM,100,10.0,11/01/2024
TBIO,100,10.0,11/01/2024
TCDA,100,10.0,11/01/2024
TDAC,100,10.0,11/01/2024
LTRY,100,10.0,11/01/2024
POR,100,10.0,11/01/2024
BIGB,100,10.0,11/01/2024
TMDI,100,10.0,11/01/2024
UXIN,100,10.0,11/01/2024
VRCA,100,10.0,11/01/2024
VTIQ,100,10.0,11/01/2024
NKLA,100,10.0,11/01/2024
XERS,100,10.0,11/01/2024
GPV,100,10.0,11/01/2024
GPS,100,10.0,11/01/2024
SFI,100,10.0,11/01/2024
BGBT,100,10.0,11/01/2024
FTNC,100,10.0,11/01/2024
PAGZ,100,10.0,11/01/2024
EASI,100,10.0,11/01/2024
BATT,100,10.0,11/01/2024
CHRA,100,10.0,11/01/2024
AIIQ,100,10.0,11/01/2024
BIKR,100,10.0,11/01/2024
EPRT,100,10.0,11/01/2024
FPAC,100,10.0,11/01/2024
FDHY,100,10.0,11/01/2024
FLDR,100,10.0,11/01/2024
UCON,100,10.0,11/01/2024
FLBL,100,10.0,11/01/2024
FLIA,100,10.0,11/01/2024
FLHY,100,10.0,11/01/2024
JUST,100,10.0,11/01/2024
IAUF,100,10.0,11/01/2024
UGI,100,10.0,11/01/2024
BGBR,100,10.0,11/01/2024
IRBO,100,10.0,11/01/2024
BBJP,100,10.0,11/01/2024
BBEU,100,10.0,11/01/2024
BBRE,100,10.0,11/01/2024
KCCB,100,10.0,11/01/2024
KHYB,100,10.0,11/01/2024
OGIG,100,10.0,11/01/2024
NEW,100,10.0,11/01/2024
XLC,100,10.0,11/01/2024
GLDM,100,10.0,11/01/2024
KDP,100,10.0,11/01/2024
AMU,100,10.0,11/01/2024
BPIN,100,10.0,11/01/2024
NRGIA,100,10.0,11/01/2024
NEGX,100,10.0,11/01/2024
RUBY,100,10.0,11/01/2024
ALLK,100,10.0,11/01/2024
BE,100,10.0,11/01/2024
FOCS,100,10.0,11/01/2024
ADIL,100,10.0,11/01/2024
BIEN,100,10.0,11/01/2024
AQST,100,10.0,11/01/2024
CCB,100,10.0,11/01/2024
CNST,100,10.0,11/01/2024
CRNX,100,10.0,11/01/2024
DWMC,100,10.0,11/01/2024
BGG,100,10.0,11/01/2024
BDY,100,10.0,11/01/2024
DWSH,100,10.0,11/01/2024
ESTA,100,10.0,11/01/2024
HCCH,100,10.0,11/01/2024
HTOO,100,10.0,11/01/2024
JG,100,10.0,11/01/2024
LQDA,100,10.0,11/01/2024
MSVB,100,10.0,11/01/2024
MYFW,100,10.0,11/01/2024
OPRA,100,10.0,11/01/2024
PDD,100,10.0,11/01/2024
PRVB,100,10.0,11/01/2024
REPL,100,10.0,11/01/2024
RLM,100,10.0,11/01/2024
TBRG,100,10.0,11/01/2024
RPAY,100,10.0,11/01/2024
TLRY,100,10.0,11/01/2024
TWLV,100,10.0,11/01/2024
BROG,100,10.0,11/01/2024
WISA,100,10.0,11/01/2024
CANG,100,10.0,11/01/2024
CHAP,100,10.0,11/01/2024
OSCV,100,10.0,11/01/2024
DAVA,100,10.0,11/01/2024
HYGV,100,10.0,11/01/2024
GSAH,100,10.0,11/01/2024
BNGO,100,10.0,11/01/2024
STUA,100,10.0,11/01/2024
TFIV,100,10.0,11/01/2024
TFLT,100,10.0,11/01/2024
QDIV,100,10.0,11/01/2024
NACP,100,10.0,11/01/2024
LOUP,100,10.0,11/01/2024
IEMD,100,10.0,11/01/2024
BINN,100,10.0,11/01/2024
IEMV,100,10.0,11/01/2024
IHYD,100,10.0,11/01/2024
IHYV,100,10.0,11/01/2024
IIGD,100,10.0,11/01/2024
IIGV,100,10.0,11/01/2024
IMFC,100,10.0,11/01/2024
IMFP,100,10.0,11/01/2024
PEXL,100,10.0,11/01/2024
SZNE,100,10.0,11/01/2024
ONLN,100,10.0,11/01/2024
BIAL,100,10.0,11/01/2024
NFC,100,10.0,11/01/2024
NFH,100,10.0,11/01/2024
SONO,100,10.0,11/01/2024
CWK,100,10.0,11/01/2024
ARLO,100,10.0,11/01/2024
DRSK,100,10.0,11/01/2024
HPC,100,10.0,11/01/2024
BMDS,100,10.0,11/01/2024
AUGR,100,10.0,11/01/2024
VIDG,100,10.0,11/01/2024
AUSF,100,10.0,11/01/2024
BJUL,100,10.0,11/01/2024
PJUL,100,10.0,11/01/2024
UJUL,100,10.0,11/01/2024
BIOR,100,10.0,11/01/2024
BSJQ,100,10.0,11/01/2024
BSCS,100,10.0,11/01/2024
BBAX,100,10.0,11/01/2024
BBCA,100,10.0,11/01/2024
KMED,100,10.0,11/01/2024
RIDV,100,10.0,11/01/2024
SPP,100,10.0,11/01/2024
BTGC,100,10.0,11/01/2024
SVNT,100,10.0,11/01/2024
REDV,100,10.0,11/01/2024
AAAU,100,10.0,11/01/2024
SILV,100,10.0,11/01/2024
DWMF,100,10.0,11/01/2024
EMMF,100,10.0,11/01/2024
NTSX,100,10.0,11/01/2024
UCB,100,10.0,11/01/2024
BICL,100,10.0,11/01/2024
AMAL,100,10.0,11/01/2024
ARDS,100,10.0,11/01/2024
CMLS,100,10.0,11/01/2024
GLAC,100,10.0,11/01/2024
GTEC,100,10.0,11/01/2024
KLXE,100,10.0,11/01/2024
MBNAA,100,10.0,11/01/2024
AMTB,100,10.0,11/01/2024
MBNAB,100,10.0,11/01/2024
AMTBB,100,10.0,11/01/2024
PCB,100,10.0,11/01/2024
RIVE,100,10.0,11/01/2024
SFET,100,10.0,11/01/2024
SIC,100,10.0,11/01/2024
SOLO,100,10.0,11/01/2024
TOTA,100,10.0,11/01/2024
TPNL,100,10.0,11/01/2024
PAYS,100,10.0,11/01/2024
UFO,100,10.0,11/01/2024
VCNX,100,10.0,11/01/2024
ELAN,100,10.0,11/01/2024
EB,100,10.0,11/01/2024
FTDR,100,10.0,11/01/2024
GTX,100,10.0,11/01/2024
QGRO,100,10.0,11/01/2024
ZE,100,10.0,11/01/2024
QINT,100,10.0,11/01/2024
TAXF,100,10.0,11/01/2024
TRTY,100,10.0,11/01/2024
CTK,100,10.0,11/01/2024
EASG,100,10.0,11/01/2024
QTUM,100,10.0,11/01/2024
UTRN,100,10.0,11/01/2024
SCW,100,10.0,11/01/2024
FTCH,100,10.0,11/01/2024
SDGA,100,10.0,11/01/2024
BOUT,100,10.0,11/01/2024
IBDT,100,10.0,11/01/2024
JMBS,100,10.0,11/01/2024
JHEM,100,10.0,11/01/2024
LAIX,100,10.0,11/01/2024
MFAC,100,10.0,11/01/2024
BMTX,100,10.0,11/01/2024
NIO,100,10.0,11/01/2024
PHYL,100,10.0,11/01/2024
VTAK,100,10.0,11/01/2024
ZHOK,100,10.0,11/01/2024
CW,100,10.0,11/01/2024
BMET,100,10.0,11/01/2024
AFIF,100,10.0,11/01/2024
VSGX,100,10.0,11/01/2024
ESGV,100,10.0,11/01/2024
XYF,100,10.0,11/01/2024
SVMK,100,10.0,11/01/2024
MNTV,100,10.0,11/01/2024
AEYE,100,10.0,11/01/2024
ARVN,100,10.0,11/01/2024
BNDW,100,10.0,11/01/2024
BSGM,100,10.0,11/01/2024
BSVN,100,10.0,11/01/2024
CBMB,100,10.0,11/01/2024
CBNK,100,10.0,11/01/2024
DOOO,100,10.0,11/01/2024
DVLU,100,10.0,11/01/2024
DVOL,100,10.0,11/01/2024
FWC,100,10.0,11/01/2024
FWLT,100,10.0,11/01/2024
ETTX,100,10.0,11/01/2024
TTCF,100,10.0,11/01/2024
FVCB,100,10.0,11/01/2024
GRTS,100,10.0,11/01/2024
ISDS,100,10.0,11/01/2024
ISDX,100,10.0,11/01/2024
ISEM,100,10.0,11/01/2024
BMPI,100,10.0,11/01/2024
IUS,100,10.0,11/01/2024
IUSS,100,10.0,11/01/2024
KPFS,100,10.0,11/01/2024
PNRL,100,10.0,11/01/2024
PRNB,100,10.0,11/01/2024
QTT,100,10.0,11/01/2024
STRO,100,10.0,11/01/2024
TKKS,100,10.0,11/01/2024
GSMG,100,10.0,11/01/2024
CHR,100,10.0,11/01/2024
UROV,100,10.0,11/01/2024
VIOT,100,10.0,11/01/2024
YI,100,10.0,11/01/2024
YMAB,100,10.0,11/01/2024
UPWK,100,10.0,11/01/2024
GH,100,10.0,11/01/2024
ESTC,100,10.0,11/01/2024
ALLO,100,10.0,11/01/2024
LTHM,100,10.0,11/01/2024
BSNR,100,10.0,11/01/2024
PLAN,100,10.0,11/01/2024
REZI,100,10.0,11/01/2024
YETI,100,10.0,11/01/2024
LOF,100,10.0,11/01/2024
TNV,100,10.0,11/01/2024
ANV,100,10.0,11/01/2024
BSPR,100,10.0,11/01/2024
BINC,100,10.0,11/01/2024
SPEX,100,10.0,11/01/2024
AIKI,100,10.0,11/01/2024
DOMH,100,10.0,11/01/2024
ALYA,100,10.0,11/01/2024
ETRN,100,10.0,11/01/2024
ACB,100,10.0,11/01/2024
MUST,100,10.0,11/01/2024
PACA,100,10.0,11/01/2024
BIRD,100,10.0,11/01/2024
