symbol,quantity,cost,date
PTMLY,100,10.0,11/01/2024
WCG,100,10.0,11/01/2024
MEF,100,10.0,11/01/2024
ATK,100,10.0,11/01/2024
OA,100,10.0,11/01/2024
ESE,100,10.0,11/01/2024
NOHO,100,10.0,11/01/2024
TTCO,100,10.0,11/01/2024
ECG,100,10.0,11/01/2024
ECGOF,100,10.0,11/01/2024
ECGO,100,10.0,11/01/2024
DARC,100,10.0,11/01/2024
DDEI,100,10.0,11/01/2024
GEMX,100,10.0,11/01/2024
TROC,100,10.0,11/01/2024
THEC,100,10.0,11/01/2024
LUFK,100,10.0,11/01/2024
BOSP,100,10.0,11/01/2024
VCRT,100,10.0,11/01/2024
MWR,100,10.0,11/01/2024
NQC,100,10.0,11/01/2024
TOMI,100,10.0,11/01/2024
NQN,100,10.0,11/01/2024
GFY,100,10.0,11/01/2024
HRY,100,10.0,11/01/2024
ILDCY,100,10.0,11/01/2024
FBII,100,10.0,11/01/2024
CATY,100,10.0,11/01/2024
HRMI,100,10.0,11/01/2024
NSBI,100,10.0,11/01/2024
INFS,100,10.0,11/01/2024
TLOC,100,10.0,11/01/2024
NQI,100,10.0,11/01/2024
CESH,100,10.0,11/01/2024
CESHD,100,10.0,11/01/2024
LROD,100,10.0,11/01/2024
LDMFB,100,10.0,11/01/2024
BIE,100,10.0,11/01/2024
CVA,100,10.0,11/01/2024
TPBR,100,10.0,11/01/2024
FSTS,100,10.0,11/01/2024
IMAI,100,10.0,11/01/2024
INFB,100,10.0,11/01/2024
KSRI,100,10.0,11/01/2024
KRSC,100,10.0,11/01/2024
SBRD,100,10.0,11/01/2024
MDEN,100,10.0,11/01/2024
MEGOA,100,10.0,11/01/2024
MEGO,100,10.0,11/01/2024
LESR,100,10.0,11/01/2024
MEGOB,100,10.0,11/01/2024
MRLTZ,100,10.0,11/01/2024
NRIM,100,10.0,11/01/2024
OHRAF,100,10.0,11/01/2024
OHRA,100,10.0,11/01/2024
TRGL,100,10.0,11/01/2024
ZAZA,100,10.0,11/01/2024
RALL,100,10.0,11/01/2024
VALK,100,10.0,11/01/2024
VSIT,100,10.0,11/01/2024
XPRS,100,10.0,11/01/2024
ACQA,100,10.0,11/01/2024
ACQN,100,10.0,11/01/2024
ATSS,100,10.0,11/01/2024
ARTI,100,10.0,11/01/2024
AMTTF,100,10.0,11/01/2024
ATCI,100,10.0,11/01/2024
BOXR,100,10.0,11/01/2024
GDFI,100,10.0,11/01/2024
CAMTA,100,10.0,11/01/2024
MONFA,100,10.0,11/01/2024
DBII,100,10.0,11/01/2024
VSNX,100,10.0,11/01/2024
EVMD,100,10.0,11/01/2024
FGNO,100,10.0,11/01/2024
NYCOA,100,10.0,11/01/2024
TBAC,100,10.0,11/01/2024
AHSI,100,10.0,11/01/2024
NEOZ,100,10.0,11/01/2024
KRB,100,10.0,11/01/2024
PFD,100,10.0,11/01/2024
TOKYY,100,10.0,11/01/2024
MXX,100,10.0,11/01/2024
MURXF,100,10.0,11/01/2024
MEYR,100,10.0,11/01/2024
FMY,100,10.0,11/01/2024
CTRX,100,10.0,11/01/2024
HMAIA,100,10.0,11/01/2024
ZLOG,100,10.0,11/01/2024
ZLG,100,10.0,11/01/2024
TAPP,100,10.0,11/01/2024
NQF,100,10.0,11/01/2024
NQJ,100,10.0,11/01/2024
NQP,100,10.0,11/01/2024
MLI,100,10.0,11/01/2024
SCK,100,10.0,11/01/2024
WEM,100,10.0,11/01/2024
SMTK,100,10.0,11/01/2024
SRAM,100,10.0,11/01/2024
TPCA,100,10.0,11/01/2024
TOTH,100,10.0,11/01/2024
ATML,100,10.0,11/01/2024
TKCR,100,10.0,11/01/2024
CITN,100,10.0,11/01/2024
PICO,100,10.0,11/01/2024
VWTR,100,10.0,11/01/2024
SYMX,100,10.0,11/01/2024
FSTP,100,10.0,11/01/2024
CRNT,100,10.0,11/01/2024
MMGI,100,10.0,11/01/2024
FFBS,100,10.0,11/01/2024
QDEL,100,10.0,11/01/2024
GRM,100,10.0,11/01/2024
DEO,100,10.0,11/01/2024
AXT,100,10.0,11/01/2024
NQS,100,10.0,11/01/2024
RN,100,10.0,11/01/2024
NGH,100,10.0,11/01/2024
MAV,100,10.0,11/01/2024
MAVK,100,10.0,11/01/2024
MVK,100,10.0,11/01/2024
PSJ,100,10.0,11/01/2024
PSK,100,10.0,11/01/2024
TWPR,100,10.0,11/01/2024
AZO,100,10.0,11/01/2024
GYM,100,10.0,11/01/2024
FMEMS,100,10.0,11/01/2024
TOWRS,100,10.0,11/01/2024
IPOP,100,10.0,11/01/2024
REGN,100,10.0,11/01/2024
VHII,100,10.0,11/01/2024
VH,100,10.0,11/01/2024
AHLDY,100,10.0,11/01/2024
LXEI,100,10.0,11/01/2024
BTRE,100,10.0,11/01/2024
CVTY,100,10.0,11/01/2024
CVH,100,10.0,11/01/2024
UAHC,100,10.0,11/01/2024
UAH,100,10.0,11/01/2024
OUTL,100,10.0,11/01/2024
CEPH,100,10.0,11/01/2024
IHSI,100,10.0,11/01/2024
XPLX,100,10.0,11/01/2024
CCLRB,100,10.0,11/01/2024
CCHIB,100,10.0,11/01/2024
QHRI,100,10.0,11/01/2024
EZS,100,10.0,11/01/2024
JNY,100,10.0,11/01/2024
TSYS,100,10.0,11/01/2024
TSS,100,10.0,11/01/2024
NVC,100,10.0,11/01/2024
NVN,100,10.0,11/01/2024
KCN,100,10.0,11/01/2024
TOTM,100,10.0,11/01/2024
AISX,100,10.0,11/01/2024
APRAV,100,10.0,11/01/2024
APRA,100,10.0,11/01/2024
TOYOY,100,10.0,11/01/2024
HLO,100,10.0,11/01/2024
OESI,100,10.0,11/01/2024
OWWH,100,10.0,11/01/2024
DNKG,100,10.0,11/01/2024
ISIP,100,10.0,11/01/2024
IONS,100,10.0,11/01/2024
IMUL,100,10.0,11/01/2024
WCLX,100,10.0,11/01/2024
ENVY,100,10.0,11/01/2024
SOTA,100,10.0,11/01/2024
BWIP,100,10.0,11/01/2024
BWF,100,10.0,11/01/2024
ASHBY,100,10.0,11/01/2024
WTXT,100,10.0,11/01/2024
MARSB,100,10.0,11/01/2024
ANN,100,10.0,11/01/2024
CCFR,100,10.0,11/01/2024
PMDX,100,10.0,11/01/2024
RDNT,100,10.0,11/01/2024
VCD,100,10.0,11/01/2024
NQU,100,10.0,11/01/2024
ISP,100,10.0,11/01/2024
FTC,100,10.0,11/01/2024
CWA,100,10.0,11/01/2024
TOG,100,10.0,11/01/2024
RJL,100,10.0,11/01/2024
HBHC,100,10.0,11/01/2024
MOOR,100,10.0,11/01/2024
LCUT,100,10.0,11/01/2024
USHO,100,10.0,11/01/2024
TRCY,100,10.0,11/01/2024
AETC,100,10.0,11/01/2024
ICOS,100,10.0,11/01/2024
CRGN,100,10.0,11/01/2024
ABPCA,100,10.0,11/01/2024
PNRA,100,10.0,11/01/2024
QLMD,100,10.0,11/01/2024
HQ,100,10.0,11/01/2024
QDEK,100,10.0,11/01/2024
GNLB,100,10.0,11/01/2024
ADLI,100,10.0,11/01/2024
OSSI,100,10.0,11/01/2024
GHV,100,10.0,11/01/2024
