DATE,BRKA
2006-04,-0.014941892639733848
2006-05,0.03696629213483103
2006-06,-0.006837143785892242
2006-07,-0.0006436901995441809
2006-08,0.04909388646288215
2006-09,-0.0030906271787880767
2006-10,0.10099164926931047
2006-11,0.01540649442996028
2006-12,0.026984126984126888
2007-01,0.0005455041367400047
2007-02,-0.03507496592457976
2007-03,0.026367831245879773
2007-04,0.0019267822736029761
2007-05,0.0026556776556778566
2007-06,-0.0001369988126766726
2007-07,0.004795615437314723
2007-08,0.07627272727272716
2007-09,0.0010135991215474052
2007-10,0.11804910977976481
2007-11,0.057358490566036785
2007-12,0.010706638115631951
2008-01,-0.03954802259886994
2008-02,0.02941176470588242
2008-03,-0.04714285714285686
2008-04,0.0033733133433282545
2008-05,0.0059768397459835625
2008-06,-0.1032305978462679
2008-07,-0.05217391304347874
2008-08,0.018785495849716168
2008-09,0.12006861063464862
2008-10,-0.1156967840735071
2008-11,-0.0994891332582906
2008-12,-0.07115384615384623
2009-01,-0.0734782608695652
2009-02,-0.12180733391432594
2009-03,0.10305343511450382
2009-04,0.08419838523644746
2009-05,-0.025531914893617443
2009-06,-0.017467248908296786
2009-07,0.07777777777777799
2009-08,0.03969072164948466
2009-09,0.0014873574615771117
2009-10,-0.019801980198019462
2009-11,0.016161616161616144
2009-12,-0.013916500994035866
2010-01,0.15524193548387097
2010-02,0.04537521815008701
2010-03,0.016694490818030084
2010-04,-0.05316091954023001
2010-05,-0.081638846737481
2010-06,0.13303748465678383
2010-07,-0.02499999999999972
2010-08,0.014316239316239269
2010-09,0.049083631767431746
2010-10,-0.04176706827309218
2010-11,0.007544006705783539
2010-12,0.0020798668885194153
2011-01,0.016396845163968662
2011-02,0.07249336328364293
2011-03,-0.045696877380045735
2011-04,-0.004389465283320041
2011-05,-0.047895791583165384
2011-06,-0.022479478004630616
2011-07,-0.03966237457473824
2011-08,-0.015524663677129982
2011-09,-0.027047709280397583
2011-10,0.09503745318352061
2011-11,0.013253527148353999
2011-12,-0.03160337552742551
2012-01,0.02762406866803177
2012-02,7.631969472109872e-05
2012-03,0.033628978920412465
2012-04,-0.009023789991796698
2012-05,-0.01614238410595971
2012-06,0.05128312999579256
2012-07,0.02000880387370464
2012-08,-0.006944171995762682
2012-09,0.04851453855878615
2012-10,-0.02407686510926896
2012-11,0.018617041813057157
2012-12,0.01625276691227781
2013-01,0.08813217962106469
2013-02,0.04610111396743748
2013-03,0.024115334207077264
2013-04,0.017404658305605506
2013-05,0.07735849056603777
2013-06,-0.015761821366024487
2013-07,0.03143534994068755
2013-08,-0.03939045428407135
2013-09,0.02011373840167616
2013-10,0.015163429376209764
2013-11,0.01015064106269578
2013-12,0.018025751072961577
2014-01,-0.04715570545250099
2014-02,0.024759455138604905
2014-03,0.07853409169410686
2014-04,0.03162530024019168
2014-05,-0.006596818005432723
2014-06,-0.010937500000000124
2014-07,-0.009352290679304842
2014-08,0.09438455486806471
2014-09,0.004954342335340688
2014-10,0.014983083615273373
2014-11,0.062214285714285236
2014-12,0.013157599802748183
2015-01,-0.04484513274336291
2015-02,0.024621870150325385
2015-03,-0.01663803237182373
2015-04,-0.018850574712643384
2015-05,0.006560449859418906
2015-06,-0.04632216014897589
2015-07,0.04466682938735672
2015-08,-0.05359345794392497
2015-09,-0.03599942724817421
2015-10,0.04792050809260388
2015-11,-0.015816536002658414
2015-12,-0.01767977751291207
2016-01,-0.017391304347826663
2016-02,0.042164025519654064
2016-03,0.0537878600873838
2016-04,0.02600140548137663
2016-05,-0.0333561643835616
2016-06,0.024941543257988627
2016-07,-0.004493605254061747
2016-08,0.04518518518518541
2016-09,-0.042257264351523355
2016-10,-0.0024049579132363126
2016-11,0.09874826147426935
2016-12,0.03004641350210955
2017-01,0.007615076130280135
2017-02,0.045206927392470515
2017-03,-0.02819914430182769
2017-04,-0.008284970982589613
2017-05,0.002663653240778243
2017-06,0.025197230719691217
2017-07,0.03174715351393744
2017-08,0.032969792911341944
2017-09,0.012120095781911984
2017-10,0.020856082113998364
2017-11,0.03932684422576413
2017-12,0.02092624356775261
2018-01,0.0866095430107525
2018-02,-0.04058755315036662
2018-03,-0.03593875906526995
2018-04,-0.02825142092945502
2018-05,-0.011869946671254237
2018-06,-0.01796657381615588
2018-07,0.06917458516522487
2018-08,0.04725584480185707
2018-09,0.013299556681443815
2018-10,-0.038421875000000646
2018-11,0.05945629742773133
2018-12,-0.06134969325153329
